Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Moana,2016,PG,23 Nov 2016,107 min,"Animation, Adventure, Comedy","Ron Clements, John Musker, Don Hall","Jared Bush, Ron Clements, John Musker","Auli'i Cravalho, Dwayne Johnson, Rachel House","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","English, French",United States,Nominated for 2 Oscars. 20 wins & 90 nominations total,https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",81,7.6,"312,091",tt3521164,movie,07 Mar 2017,"$248,757,044",N/A,N/A,True
Toy Story 2,1999,G,24 Nov 1999,92 min,"Animation, Adventure, Comedy","John Lasseter, Ash Brannon, Lee Unkrich","John Lasseter, Pete Docter, Ash Brannon","Tom Hanks, Tim Allen, Joan Cusack","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.","English, Arabic, Spanish",United States,Nominated for 1 Oscar. 21 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",88,7.9,"560,453",tt0120363,movie,23 Mar 2010,"$245,852,179",N/A,N/A,True
Cars,2006,G,09 Jun 2006,117 min,"Animation, Adventure, Comedy","John Lasseter, Joe Ranft","John Lasseter, Joe Ranft, Jorgen Klubien","Owen Wilson, Bonnie Hunt, Paul Newman","A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.","English, Italian, Japanese, Yiddish",United States,Nominated for 2 Oscars. 28 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BMTg5NzY0MzA2MV5BMl5BanBnXkFtZTYwNDc3NTc2._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",73,7.1,"399,436",tt0317219,movie,07 Nov 2006,"$244,082,982",N/A,N/A,True
Bruce Almighty,2003,PG-13,23 May 2003,101 min,"Comedy, Fantasy",Tom Shadyac,"Steve Koren, Mark O'Keefe, Steve Oedekerk","Jim Carrey, Jennifer Aniston, Morgan Freeman",A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,"English, Spanish",United States,7 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BNzMyZDhiZDUtYWUyMi00ZDQxLWE4NDQtMWFlMjI1YjVjMjZiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",46,6.8,"391,710",tt0315327,movie,25 Nov 2003,"$242,829,261",N/A,N/A,True
My Big Fat Greek Wedding,2002,PG,02 Aug 2002,95 min,"Comedy, Drama, Romance",Joel Zwick,Nia Vardalos,"Nia Vardalos, John Corbett, Michael Constantine",A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,"English, Greek","Canada, United States",Nominated for 1 Oscar. 20 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BNzcwOWU4NGEtYjUyMy00MDNlLThiN2MtYzFlMjk4Y2FhNjlmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",62,6.6,"127,924",tt0259446,movie,11 Feb 2003,"$241,438,208",N/A,N/A,True
Ghostbusters,1984,PG,08 Jun 1984,105 min,"Action, Comedy, Fantasy",Ivan Reitman,"Dan Aykroyd, Harold Ramis, Rick Moranis","Bill Murray, Dan Aykroyd, Sigourney Weaver","Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",English,United States,Nominated for 2 Oscars. 7 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",71,7.8,"399,999",tt0087332,movie,02 Aug 2005,"$243,578,797",N/A,N/A,True
Shrek Forever After,2010,PG,21 May 2010,93 min,"Animation, Adventure, Comedy",Mike Mitchell,"Josh Klausner, Darren Lemke, William Steig","Mike Myers, Cameron Diaz, Eddie Murphy",Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,English,United States,1 win & 13 nominations,https://m.media-amazon.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",58,6.3,"197,397",tt0892791,movie,07 Dec 2010,"$238,736,787",N/A,N/A,True
Brave,2012,PG,22 Jun 2012,93 min,"Animation, Adventure, Comedy","Mark Andrews, Brenda Chapman, Steve Purcell","Brenda Chapman, Mark Andrews, Steve Purcell","Kelly Macdonald, Billy Connolly, Emma Thompson","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",English,"United States, United Kingdom",Won 1 Oscar. 20 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",69,7.1,"396,865",tt1217209,movie,19 Apr 2011,"$237,283,207",N/A,N/A,True
Beverly Hills Cop,1984,R,05 Dec 1984,105 min,"Action, Comedy, Crime",Martin Brest,"Daniel Petrie Jr., Danilo Bach","Eddie Murphy, Judge Reinhold, John Ashton",A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,English,United States,Nominated for 1 Oscar. 4 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BN2MyZDE0YjAtNWFjYy00MWRlLTk3MTktMzY3ZDVhNTJkZTlmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",66,7.3,"178,284",tt0086960,movie,29 Jan 2002,"$234,760,478",N/A,N/A,True
Rush Hour 2,2001,PG-13,03 Aug 2001,90 min,"Action, Comedy, Crime",Brett Ratner,"Ross LaManna, Jeff Nathanson","Jackie Chan, Chris Tucker, John Lone","Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam.","English, Mandarin, Cantonese","Hong Kong, United States",10 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BODhlNGJjMWQtZGMyYS00MzJhLWJhZGMtY2NlNDI5Nzg5NTU2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",48,6.6,"213,016",tt0266915,movie,11 Dec 2001,"$226,164,286",N/A,N/A,True
Big Hero 6,2014,PG,07 Nov 2014,102 min,"Animation, Action, Adventure","Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird, Daniel Gerson","Ryan Potter, Scott Adsit, Jamie Chung","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",English,United States,Won 1 Oscar. 17 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",74,7.8,"441,844",tt2245084,movie,24 Feb 2015,"$222,527,828",N/A,N/A,True
Alvin and the Chipmunks: The Squeakquel,2009,PG,23 Dec 2009,88 min,"Animation, Adventure, Comedy",Betty Thomas,"Jon Vitti, Jonathan Aibel, Glenn Berger","Jason Lee, Zachary Levi, David Cross","The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.","English, French",United States,3 wins,https://m.media-amazon.com/images/M/MV5BMGM5Zjg0MzktYmZmZC00OWU5LTgzZDQtODM1NjdjMGE4ZDVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.5/10'}",41,4.5,"47,667",tt1231580,movie,30 Mar 2010,"$219,614,612",N/A,N/A,True
Mrs. Doubtfire,1993,PG-13,24 Nov 1993,125 min,"Comedy, Drama",Chris Columbus,"Anne Fine, Randi Mayem Singer, Leslie Dixon","Robin Williams, Sally Field, Pierce Brosnan","After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",English,United States,Won 1 Oscar. 11 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",53,7.0,"262,254",tt0107614,movie,26 Nov 2002,"$219,195,243",N/A,N/A,True
Ted,2012,R,29 Jun 2012,106 min,Comedy,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Mark Wahlberg, Mila Kunis, Seth MacFarlane","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori.","English, Japanese",United States,Nominated for 1 Oscar. 13 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",62,6.9,"596,757",tt1637725,movie,11 Dec 2012,"$218,815,487",N/A,N/A,True
How to Train Your Dragon,2010,PG,26 Mar 2010,98 min,"Animation, Action, Adventure","Dean DeBlois, Chris Sanders","William Davies, Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",English,United States,Nominated for 2 Oscars. 25 wins & 63 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",75,8.1,"711,033",tt0892769,movie,17 Aug 2010,"$217,581,231",N/A,N/A,True
Alvin and the Chipmunks,2007,PG,14 Dec 2007,92 min,"Animation, Adventure, Comedy",Tim Hill,"Jon Vitti, Will McRobb, Chris Viscardi","Jason Lee, Ross Bagdasarian Jr., Janice Karman",Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.,"English, French, Spanish, Japanese",United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjdmNWY4MjItMjBiMi00MWNiLWI0ZjctYzBjZmEzOGRmNTc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",39,5.2,"82,982",tt0952640,movie,04 May 2017,"$217,326,974",N/A,N/A,True
Ant-Man and the Wasp,2018,PG-13,06 Jul 2018,118 min,"Action, Adventure, Comedy",Peyton Reed,"Chris McKenna, Erik Sommers, Paul Rudd","Paul Rudd, Evangeline Lilly, Michael Peña","As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.","English, Spanish, French","United States, Canada",2 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BYjcyYTk0N2YtMzc4ZC00Y2E0LWFkNDgtNjE1MzZmMGE1YjY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",70,7.0,"369,368",tt5095030,movie,08 Dec 2015,"$216,648,740",N/A,N/A,True
Madagascar 3: Europe's Most Wanted,2012,PG,08 Jun 2012,93 min,"Animation, Adventure, Comedy","Eric Darnell, Tom McGrath, Conrad Vernon","Eric Darnell, Noah Baumbach, Mark Burton","Ben Stiller, Jada Pinkett Smith, Chris Rock","The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.","English, Spanish",United States,3 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BMTM2MTIzNzk2MF5BMl5BanBnXkFtZTcwMDcwMzQxNw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",60,6.8,"175,100",tt1277953,movie,16 Oct 2012,"$216,391,482",N/A,N/A,True
Kung Fu Panda,2008,PG,06 Jun 2008,92 min,"Animation, Action, Adventure","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Ian McShane, Angelina Jolie","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",English,United States,Nominated for 1 Oscar. 14 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",74,7.6,"449,875",tt0441773,movie,07 Nov 2008,"$215,434,591",N/A,N/A,True
The Lorax,2012,PG,02 Mar 2012,86 min,"Animation, Adventure, Comedy","Chris Renaud, Kyle Balda","Dr. Seuss, Cinco Paul, Ken Daurio","Zac Efron, Taylor Swift, Danny DeVito","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",English,"United States, France",4 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",46,6.4,"108,096",tt1482459,movie,09 Nov 2018,"$214,030,500",N/A,N/A,True
Austin Powers in Goldmember,2002,PG-13,26 Jul 2002,94 min,"Action, Adventure, Comedy",Jay Roach,"Mike Myers, Michael McCullers","Mike Myers, Beyoncé, Seth Green","Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.","English, Japanese, German, French",United States,5 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BMTI3NTkzODI0MF5BMl5BanBnXkFtZTYwNjc5MTA3._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",62,6.2,"205,494",tt0295178,movie,03 Dec 2002,"$213,307,889",N/A,N/A,True
Back to the Future,1985,PG,03 Jul 1985,116 min,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,"Robert Zemeckis, Bob Gale","Michael J. Fox, Christopher Lloyd, Lea Thompson","Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",English,United States,Won 1 Oscar. 22 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.5/10'}",87,8.5,"1,145,176",tt0088763,movie,17 Aug 2010,"$211,406,762",N/A,N/A,True
Coco,2017,PG,22 Nov 2017,105 min,"Animation, Adventure, Comedy","Lee Unkrich, Adrian Molina","Lee Unkrich, Jason Katz, Matthew Aldrich","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","English, Spanish",United States,Won 2 Oscars. 109 wins & 40 nominations total,https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.4/10'}",81,8.4,"463,490",tt2380307,movie,13 Feb 2018,"$210,460,015",N/A,N/A,True
Wedding Crashers,2005,R,15 Jul 2005,119 min,"Comedy, Romance",David Dobkin,"Steve Faber, Bob Fisher","Owen Wilson, Vince Vaughn, Rachel McAdams","John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",English,United States,11 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BZmJkNzViYjYtZWZlNy00OGE4LWI2MzUtYTcwNjY3Y2MyODIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",64,6.9,"347,660",tt0396269,movie,03 Jan 2006,"$209,255,921",N/A,N/A,True
Charlie and the Chocolate Factory,2005,PG,15 Jul 2005,115 min,"Adventure, Comedy, Family",Tim Burton,"Roald Dahl, John August","Johnny Depp, Freddie Highmore, David Kelly","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",English,"United States, United Kingdom",Nominated for 1 Oscar. 15 wins & 52 nominations total,https://m.media-amazon.com/images/M/MV5BNjcxMjg1Njg2NF5BMl5BanBnXkFtZTcwMjQ4NzMzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",72,6.6,"459,711",tt0367594,movie,08 Nov 2005,"$206,459,076",N/A,N/A,True
Ratatouille,2007,G,29 Jun 2007,111 min,"Animation, Adventure, Comedy","Brad Bird, Jan Pinkava","Brad Bird, Jan Pinkava, Jim Capobianco","Brad Garrett, Lou Romano, Patton Oswalt",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"English, French",United States,Won 1 Oscar. 67 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.0/10'}",96,8.0,"687,711",tt0382932,movie,06 Nov 2007,"$206,445,654",N/A,N/A,True
Bad Boys for Life,2020,R,17 Jan 2020,124 min,"Action, Comedy, Crime","Adil El Arbi, Bilall Fallah","Peter Craig, Joe Carnahan, Chris Bremner","Will Smith, Martin Lawrence, Vanessa Hudgens",Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.,"English, Spanish",United States,3 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMWU0MGYwZWQtMzcwYS00NWVhLTlkZTAtYWVjOTYwZTBhZTBiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",59,6.5,"152,216",tt1502397,movie,31 Mar 2020,"$206,305,244",N/A,N/A,True
Austin Powers: The Spy Who Shagged Me,1999,PG-13,11 Jun 1999,95 min,"Action, Adventure, Comedy",Jay Roach,"Mike Myers, Michael McCullers","Mike Myers, Heather Graham, Michael York","Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".","English, German",United States,Nominated for 1 Oscar. 18 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BMmFkZGQxN2YtODNlYS00MzM5LTk3NjQtNTUxYmQ1YzkwMDhmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",59,6.6,"227,987",tt0145660,movie,03 Dec 2002,"$206,040,086",N/A,N/A,True
Ralph Breaks the Internet,2018,PG,21 Nov 2018,112 min,"Animation, Adventure, Comedy","Phil Johnston, Rich Moore","Phil Johnston, Pamela Ribon, Rich Moore","John C. Reilly, Sarah Silverman, Gal Gadot","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",English,United States,Nominated for 1 Oscar. 3 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",71,7.0,"151,269",tt5848272,movie,12 Feb 2019,"$201,091,711",N/A,N/A,True
Tangled,2010,PG,24 Nov 2010,100 min,"Animation, Adventure, Comedy","Nathan Greno, Byron Howard","Dan Fogelman, Jacob Grimm, Wilhelm Grimm","Mandy Moore, Zachary Levi, Donna Murphy","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","English, German",United States,Nominated for 1 Oscar. 10 wins & 41 nominations total,https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.7/10'}",71,7.7,"434,708",tt0398286,movie,29 Mar 2011,"$200,821,936",N/A,N/A,True
Monsters vs. Aliens,2009,PG,27 Mar 2009,94 min,"Animation, Action, Adventure","Rob Letterman, Conrad Vernon","Maya Forbes, Wallace Wolodarsky, Rob Letterman","Reese Witherspoon, Rainn Wilson, Stephen Colbert",A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,"English, Portuguese",United States,3 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",56,6.4,"157,424",tt0892782,movie,29 Sep 2009,"$198,351,526",N/A,N/A,True
Happy Feet,2006,PG,17 Nov 2006,108 min,"Animation, Adventure, Comedy","George Miller, Warren Coleman, Judy Morris","George Miller, John Collee, Judy Morris","Elijah Wood, Brittany Murphy, Hugh Jackman","Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",English,"United States, Australia",Won 1 Oscar. 20 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMTQyNTkxMjUwMV5BMl5BanBnXkFtZTcwMDQ2NTU0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",77,6.4,"180,930",tt0366548,movie,27 Mar 2007,"$198,000,317",N/A,N/A,True
Ice Age: The Meltdown,2006,PG,31 Mar 2006,91 min,"Animation, Adventure, Comedy",Carlos Saldanha,"Peter Gaulke, Gerry Swallow, Jim Hecht","Ray Romano, John Leguizamo, Denis Leary","Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths.",English,United States,8 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",60,6.8,"270,638",tt0438097,movie,21 Nov 2006,"$195,330,621",N/A,N/A,True
Madagascar,2005,PG,27 May 2005,86 min,"Animation, Adventure, Comedy","Eric Darnell, Tom McGrath","Mark Burton, Billy Frolick, Eric Darnell","Chris Rock, Ben Stiller, David Schwimmer","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.","English, Portuguese, Spanish, German, French, American Sign ",United States,4 wins & 32 nominations,https://m.media-amazon.com/images/M/MV5BN2I5YzFlYWEtZjRhNy00ZmQzLWJhNTktZGIwYjFjODdmNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",57,6.9,"389,604",tt0351283,movie,20 May 2008,"$193,595,521",N/A,N/A,True
Toy Story,1995,G,22 Nov 1995,81 min,"Animation, Adventure, Comedy",John Lasseter,"John Lasseter, Pete Docter, Andrew Stanton","Tom Hanks, Tim Allen, Don Rickles",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,English,United States,Won 1 Oscar. 27 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.3/10'}",95,8.3,"951,425",tt0114709,movie,23 Mar 2010,"$223,225,679",N/A,N/A,True
22 Jump Street,2014,R,13 Jun 2014,112 min,"Action, Comedy, Crime","Phil Lord, Christopher Miller","Michael Bacall, Oren Uziel, Rodney Rothman","Channing Tatum, Jonah Hill, Ice Cube","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",English,United States,7 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",71,7.0,"365,512",tt2294449,movie,18 Nov 2014,"$191,719,337",N/A,N/A,True
Cars 2,2011,G,24 Jun 2011,106 min,"Animation, Adventure, Comedy","John Lasseter, Bradford Lewis","John Lasseter, Bradford Lewis, Dan Fogelman","Owen Wilson, Larry the Cable Guy, Michael Caine",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espi,"English, Japanese, Italian, French",United States,1 win & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",57,6.1,"177,835",tt1216475,movie,01 Nov 2011,"$191,452,396",N/A,N/A,True
Teenage Mutant Ninja Turtles,2014,PG-13,08 Aug 2014,101 min,"Action, Adventure, Comedy",Jonathan Liebesman,"Josh Appelbaum, André Nemec, Evan Daugherty","Megan Fox, Will Arnett, William Fichtner","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","English, Japanese",United States,1 win & 11 nominations,https://m.media-amazon.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",31,5.8,"207,811",tt1291150,movie,16 Dec 2014,"$191,204,754",N/A,N/A,True
Men in Black II,2002,PG-13,03 Jul 2002,88 min,"Action, Adventure, Comedy",Barry Sonnenfeld,"Lowell Cunningham, Robert Gordon, Barry Fanaro","Tommy Lee Jones, Will Smith, Rip Torn",Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay's past.,English,United States,4 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",49,6.2,"363,237",tt0120912,movie,06 May 2004,"$193,735,288",N/A,N/A,True
